,Date,Title,Link,Ticker
0,2021-04-23 15:45:00,How Risky are Cannabis Investors?,https://www.investopedia.com/how-risky-are-cannabis-investors-4685009?utm_campaign=quote-yahoo&utm_source=yahoo&utm_medium=referral,TLRY
1,2021-04-23 06:50:00,3 Extremely Undervalued Stocks to Buy Now,https://www.fool.com/investing/2021/04/23/3-extremely-undervalued-stocks-to-buy-now/?source=eptyholnk0000202&utm_source=yahoo-host&utm_medium=feed&utm_campaign=article,TLRY
2,2021-04-22 03:00:00,Aphria Inc. (APHA) Q3 2021 Earnings Call Transcript,https://www.fool.com/earnings/call-transcripts/2021/04/22/aphria-inc-apha-q3-2021-earnings-call-transcript/?source=eptyholnk0000202&utm_source=yahoo-host&utm_medium=feed&utm_campaign=article,TLRY
3,2021-04-20 18:27:00,"Aphria CEO Discusses Tilray Merger On 420, Says Combined Company 'Will Be Ready' For US Legalization",https://finance.yahoo.com/news/aphria-ceo-discusses-tilray-merger-222718657.html,TLRY
4,2021-04-20 06:01:00,Is the Aphria-Tilray Merger in Trouble?,https://www.fool.com/investing/2021/04/20/is-the-aphria-tilray-merger-in-trouble/?source=eptyholnk0000202&utm_source=yahoo-host&utm_medium=feed&utm_campaign=article,TLRY
5,2021-04-19 16:05:00,AdvisorShares CEO on his outlook for cannabis stocks,https://finance.yahoo.com/video/advisorshares-ceo-outlook-cannabis-stocks-200554041.html,TLRY
6,2021-04-19 14:18:00,"Why Aphria, OrganiGram Holdings, and Aurora Cannabis Rose Today",https://www.fool.com/investing/2021/04/19/why-aphria-organigram-holdings-and-aurora-cannabis/?source=eptyholnk0000202&utm_source=yahoo-host&utm_medium=feed&utm_campaign=article,TLRY
7,2021-04-19 11:05:00,Here's how legal weed will play out in America,https://finance.yahoo.com/video/heres-legal-weed-play-america-150549762.html,TLRY
8,2021-04-19 06:04:00,Better Cannabis Stock: Aphria or Curaleaf?,https://www.fool.com/investing/2021/04/19/better-cannabis-stock-aphria-or-curaleaf/?source=eptyholnk0000202&utm_source=yahoo-host&utm_medium=feed&utm_campaign=article,TLRY
9,2021-04-18 03:46:00,Aphria Shareholders Approve Tilray Merger,https://finance.yahoo.com/news/aphria-shareholders-approve-tilray-merger-074617175.html,TLRY
10,2021-04-17 08:07:00,Here's how legal weed will play out in America,https://finance.yahoo.com/news/heres-how-legal-weed-will-play-out-in-america-120705327.html,TLRY
11,2021-04-16 17:50:00,"Tilray, Inc. (TLRY) Outpaces Stock Market Gains: What You Should Know",https://finance.yahoo.com/news/tilray-inc-tlry-outpaces-stock-215009431.html,TLRY
12,2021-04-16 16:12:00,Tilray Lowers the Bar for Merger With Aphria,https://www.barrons.com/articles/tilray-lowers-the-bar-for-merger-with-aphria-51618603961?siteid=yhoof2,TLRY
13,2021-04-16 14:08:00,Overdose deaths surging amid the COVID-19 pandemic: CDC,https://finance.yahoo.com/video/overdose-deaths-surging-amid-covid-180841917.html,TLRY
14,2021-04-16 13:56:00,"Tilray-Aphria Merger Is Positive, But the Outlook Remains Cloudy",https://finance.yahoo.com/news/tilray-aphria-merger-positive-outlook-175613270.html,TLRY
15,2021-04-16 13:38:00,Aphria and Tilray cannabis merger moves a step closer to approval,https://www.marketwatch.com/story/aphria-and-tilray-cannabis-merger-moves-a-step-closer-to-approval-11618594687?siteid=yhoof2,TLRY
16,2021-04-16 08:47:00,Tilray Board of Directors Announces Approval of Amendment to Companys Bylaws; Aphria and Tilray Announce Waiver of Charter Amendment Proposal Requirement,https://finance.yahoo.com/news/tilray-board-directors-announces-approval-124700697.html,TLRY
17,2021-04-15 07:14:00,UPDATE: Aphria shareholders vote overwhelmingly in favor of proposed Tilray merger; Tilray vote moved to April 30,https://www.marketwatch.com/story/tilray-moves-shareholder-meeting-to-vote-on-proposed-aphria-merger-to-april-30-from-april-16-2021-04-15?siteid=yhoof2,TLRY
18,2021-04-15 07:07:00,"Zacks Market Edge Highlights: Coinbase, Facebook, Snap, Tilray and Airbnb",https://finance.yahoo.com/news/zacks-market-edge-highlights-coinbase-110711237.html,TLRY
19,2021-04-15 07:00:00,"Special Meeting of Tilray, Inc. Stockholders Adjourned to April 30, 2021 at 11:00 a.m. Eastern Time",https://finance.yahoo.com/news/special-meeting-tilray-inc-stockholders-110000954.html,TLRY
20,2021-04-15 06:35:00,3 Warning Signs From Aphria's Abysmal Earnings Report,https://www.fool.com/investing/2021/04/15/3-warning-signs-from-aphrias-abysmal-earnings-repo/?source=eptyholnk0000202&utm_source=yahoo-host&utm_medium=feed&utm_campaign=article,TLRY
21,2021-04-15 06:15:00,Is Tilray a Buy?,https://www.fool.com/investing/2021/04/15/is-tilray-a-buy/?source=eptyholnk0000202&utm_source=yahoo-host&utm_medium=feed&utm_campaign=article,TLRY
22,2021-04-15 05:05:00,Tilray Climbs as Aphria Holders Approve Merger,https://www.thestreet.com/investing/aphria-shareholders-vote-to-approve-tilray-merger?puc=yahoo&cm_ven=YAHOO,TLRY
23,2021-04-13 06:40:00,Forget Aphria and Tilray: This Cannabis Merger Is Much More Promising,https://www.fool.com/investing/2021/04/13/forget-aphria-and-tilray-this-cannabis-merger-is-m/?source=eptyholnk0000202&utm_source=yahoo-host&utm_medium=feed&utm_campaign=article,TLRY
24,2021-04-13 04:45:00,Cannabis Stocks Watchlist: Aphria Earnings Disappoints,https://www.thestreet.com/investing/cannabis/cannabis-stocks-watchlist-aphria-earnings-disappoints-hexo-cgc-tlry?puc=yahoo&cm_ven=YAHOO,TLRY
25,2021-04-12 18:12:00,Canopy Growth vs. Tilray: How Do They Compete?,https://www.investopedia.com/canopy-growth-vs-tilray-which-cannabis-company-flies-highest-4580401?utm_campaign=quote-yahoo&utm_source=yahoo&utm_medium=referral,TLRY
