,Date,Title,Link,Ticker
0,2021-04-23 16:54:00,"Why Aurora Cannabis, Hexo, and Aphria Stocks Ran Higher Today",https://www.fool.com/investing/2021/04/23/why-aurora-cannabis-hexo-and-aphria-stocks-ran-hig/?source=eptyholnk0000202&utm_source=yahoo-host&utm_medium=feed&utm_campaign=article,APHA
1,2021-04-23 15:45:00,How Risky are Cannabis Investors?,https://www.investopedia.com/how-risky-are-cannabis-investors-4685009?utm_campaign=quote-yahoo&utm_source=yahoo&utm_medium=referral,APHA
2,2021-04-23 06:50:00,3 Extremely Undervalued Stocks to Buy Now,https://www.fool.com/investing/2021/04/23/3-extremely-undervalued-stocks-to-buy-now/?source=eptyholnk0000202&utm_source=yahoo-host&utm_medium=feed&utm_campaign=article,APHA
3,2021-04-22 09:12:00,Are Canadian Pot Stocks Headed for Another Crash?,https://www.fool.com/investing/2021/04/22/are-canadian-pot-stocks-headed-for-another-crash/?source=eptyholnk0000202&utm_source=yahoo-host&utm_medium=feed&utm_campaign=article,APHA
4,2021-04-22 03:00:00,Aphria Inc. (APHA) Q3 2021 Earnings Call Transcript,https://www.fool.com/earnings/call-transcripts/2021/04/22/aphria-inc-apha-q3-2021-earnings-call-transcript/?source=eptyholnk0000202&utm_source=yahoo-host&utm_medium=feed&utm_campaign=article,APHA
5,2021-04-20 18:27:00,"Aphria CEO Discusses Tilray Merger On 420, Says Combined Company 'Will Be Ready' For US Legalization",https://finance.yahoo.com/news/aphria-ceo-discusses-tilray-merger-222718657.html,APHA
6,2021-04-20 06:01:00,Is the Aphria-Tilray Merger in Trouble?,https://www.fool.com/investing/2021/04/20/is-the-aphria-tilray-merger-in-trouble/?source=eptyholnk0000202&utm_source=yahoo-host&utm_medium=feed&utm_campaign=article,APHA
7,2021-04-19 14:18:00,"Why Aphria, OrganiGram Holdings, and Aurora Cannabis Rose Today",https://www.fool.com/investing/2021/04/19/why-aphria-organigram-holdings-and-aurora-cannabis/?source=eptyholnk0000202&utm_source=yahoo-host&utm_medium=feed&utm_campaign=article,APHA
8,2021-04-19 11:05:00,Here's how legal weed will play out in America,https://finance.yahoo.com/video/heres-legal-weed-play-america-150549762.html,APHA
9,2021-04-19 06:04:00,Better Cannabis Stock: Aphria or Curaleaf?,https://www.fool.com/investing/2021/04/19/better-cannabis-stock-aphria-or-curaleaf/?source=eptyholnk0000202&utm_source=yahoo-host&utm_medium=feed&utm_campaign=article,APHA
10,2021-04-18 03:46:00,Aphria Shareholders Approve Tilray Merger,https://finance.yahoo.com/news/aphria-shareholders-approve-tilray-merger-074617175.html,APHA
11,2021-04-17 09:20:00,10 Cheap Pharmaceutical Stocks For 2021,https://finance.yahoo.com/news/10-cheap-pharmaceutical-stocks-2021-132008483.html,APHA
12,2021-04-17 08:07:00,Here's how legal weed will play out in America,https://finance.yahoo.com/news/heres-how-legal-weed-will-play-out-in-america-120705327.html,APHA
13,2021-04-16 17:21:00,"The Week In Cannabis: New Mexico, Switzerland, Federal Legalization, Aphria, Organigram And More",https://finance.yahoo.com/news/week-cannabis-mexico-switzerland-federal-212117650.html,APHA
14,2021-04-16 16:12:00,Tilray Lowers the Bar for Merger With Aphria,https://www.barrons.com/articles/tilray-lowers-the-bar-for-merger-with-aphria-51618603961?siteid=yhoof2,APHA
15,2021-04-16 13:56:00,"Tilray-Aphria Merger Is Positive, But the Outlook Remains Cloudy",https://finance.yahoo.com/news/tilray-aphria-merger-positive-outlook-175613270.html,APHA
16,2021-04-16 13:38:00,Aphria and Tilray cannabis merger moves a step closer to approval,https://www.marketwatch.com/story/aphria-and-tilray-cannabis-merger-moves-a-step-closer-to-approval-11618594687?siteid=yhoof2,APHA
17,2021-04-15 09:00:00,Aphria Inc.'s Adult-Use Brands Good Supply and Solei Introduce High Potency Oils to its Product Lineup,https://finance.yahoo.com/news/aphria-inc-adult-brands-good-130000897.html,APHA
18,2021-04-15 09:00:00,Aphria Inc.'s Adult-Use Brands Good Supply and Solei Introduce High Potency Oils to its Product Lineup,https://finance.yahoo.com/news/aphria-inc-adult-brands-good-130000616.html,APHA
19,2021-04-15 07:14:00,UPDATE: Aphria shareholders vote overwhelmingly in favor of proposed Tilray merger; Tilray vote moved to April 30,https://www.marketwatch.com/story/tilray-moves-shareholder-meeting-to-vote-on-proposed-aphria-merger-to-april-30-from-april-16-2021-04-15?siteid=yhoof2,APHA
20,2021-04-15 07:00:00,"Aphria Inc. Shareholders Overwhelmingly Approve Proposed Arrangement With Tilray, Inc.",https://finance.yahoo.com/news/aphria-inc-shareholders-overwhelmingly-approve-110000086.html,APHA
21,2021-04-15 07:00:00,"Aphria Inc. Shareholders Overwhelmingly Approve Proposed Arrangement With Tilray, Inc.",https://finance.yahoo.com/news/aphria-inc-shareholders-overwhelmingly-approve-110000610.html,APHA
22,2021-04-15 06:35:00,3 Warning Signs From Aphria's Abysmal Earnings Report,https://www.fool.com/investing/2021/04/15/3-warning-signs-from-aphrias-abysmal-earnings-repo/?source=eptyholnk0000202&utm_source=yahoo-host&utm_medium=feed&utm_campaign=article,APHA
23,2021-04-15 06:15:00,Is Tilray a Buy?,https://www.fool.com/investing/2021/04/15/is-tilray-a-buy/?source=eptyholnk0000202&utm_source=yahoo-host&utm_medium=feed&utm_campaign=article,APHA
24,2021-04-15 06:01:00,3 Robinhood Stocks That Have More Than Doubled in 2021: Are They Buys Now?,https://www.fool.com/investing/2021/04/15/3-robinhood-stocks-that-have-more-than-doubled-in/?source=eptyholnk0000202&utm_source=yahoo-host&utm_medium=feed&utm_campaign=article,APHA
25,2021-04-15 05:05:00,Tilray Climbs as Aphria Holders Approve Merger,https://www.thestreet.com/investing/aphria-shareholders-vote-to-approve-tilray-merger?puc=yahoo&cm_ven=YAHOO,APHA
26,2021-04-13 06:55:00,Aphrias 3Q Sales and EPS Miss Estimates; Shares Plunge 14%,https://finance.yahoo.com/news/aphria-3q-sales-eps-miss-105525139.html,APHA
27,2021-04-13 06:40:00,Forget Aphria and Tilray: This Cannabis Merger Is Much More Promising,https://www.fool.com/investing/2021/04/13/forget-aphria-and-tilray-this-cannabis-merger-is-m/?source=eptyholnk0000202&utm_source=yahoo-host&utm_medium=feed&utm_campaign=article,APHA
28,2021-04-13 04:45:00,Cannabis Stocks Watchlist: Aphria Earnings Disappoints,https://www.thestreet.com/investing/cannabis/cannabis-stocks-watchlist-aphria-earnings-disappoints-hexo-cgc-tlry?puc=yahoo&cm_ven=YAHOO,APHA
29,2021-04-12 19:10:00,Marijuana Stocks Fall As Aphria Earnings Set Tone For Tough Quarter,https://www.investors.com/news/marijuana-stocks-aphria-earnings-q3-2021/?src=A00220,APHA
30,2021-04-12 17:40:00,Why Marijuana Stocks Went to Pot Monday,https://www.fool.com/investing/2021/04/12/why-marijuana-stocks-went-to-pot-monday/?source=eptyholnk0000202&utm_source=yahoo-host&utm_medium=feed&utm_campaign=article,APHA
31,2021-04-12 13:30:00,Are Any Marijuana Stocks Good Buys As Covid Concerns Resurface In Canada?,https://www.investors.com/news/marijuana-stocks-good-buy/?src=A00220,APHA
32,2021-04-12 12:24:00,"Why Canopy Growth, Aurora Cannabis, and Hexo Stocks Went Up in Smoke Today",https://www.fool.com/investing/2021/04/12/why-canopy-growth-aurora-cannabis-and-hexo-stocks/?source=eptyholnk0000202&utm_source=yahoo-host&utm_medium=feed&utm_campaign=article,APHA
33,2021-04-12 11:20:00,Marijuana Stock Aphria Tanks After Net Loss Widens,https://www.barrons.com/articles/marijuana-stock-aphria-tanks-after-net-loss-widens-51618240848?siteid=yhoof2,APHA
